,stream,stream_temp,exp_temp,mass,resp,Exp_Temp_K,log_resp,mass_g,x1,x2,log_mass_resp,lnmass,mass_resp
118,12,8.1,40,7.888035197000001,0.375248321,313.15,-0.9801672828290087,0.007888035197000001,2.8687125616406064,37.057391379592985,-2.5291775923675335,2.0653470793846997,0.0797245594184234
119,12,8.1,40,29.01501326,0.7784397270000001,313.15,-0.2504637126706369,0.02901501326,2.8687125616406064,37.057391379592985,-2.7763237586562353,3.3678133946474644,0.06226699563474349
120,12,8.1,40,32.22585121,1.125683384,313.15,0.1183903036762741,0.03222585121,2.8687125616406064,37.057391379592985,-2.486186418619732,3.4727689630613416,0.08322675414359794
121,12,8.1,40,33.21048195,1.6196250159999999,313.15,0.48219465084566765,0.03321048195,2.8687125616406064,37.057391379592985,-2.1449545097631897,3.5028655474784762,0.11707336261798434
122,12,8.1,40,48.12310389,1.204601511,313.15,0.18614881598499006,0.048123103890000005,2.8687125616406064,37.057391379592985,-2.719172978122596,3.8737623921434485,0.06592925682371319
123,12,8.1,40,67.55614013,2.066977346,313.15,0.7260873207943853,0.06755614013,2.8687125616406064,37.057391379592985,-2.433631897580095,4.21295895783264,0.08771767175370704
124,12,8.1,40,72.94687975,1.992676013,313.15,0.6894784655473072,0.07294687975,2.8687125616406064,37.057391379592985,-2.5278201606580524,4.289731501607146,0.07983285354771615
125,12,8.1,45,9.661578908,0.264087552,318.15,-1.3314745944513684,0.009661578907999999,3.451101236473122,36.47500270476047,-3.032592406627402,2.2681570829013786,0.04819054655974262
126,12,8.1,45,24.83385832,0.253022585,318.15,-1.3742765254641331,0.024833858320000003,3.451101236473122,36.47500270476047,-3.7834325081366083,3.2122079768966336,0.022744486647130156
127,12,8.1,45,26.09700337,0.446854384,318.15,-0.8055225003043508,0.02609700337,3.451101236473122,36.47500270476047,-3.2518878710496923,3.261820494327122,0.038701076180565716
128,12,8.1,45,26.96091713,0.737784662,318.15,-0.3041032828673142,0.026960917129999998,3.451101236473122,36.47500270476047,-2.7748945105977456,3.2943883036405754,0.0623560542456254
129,12,8.1,45,31.25963417,0.726157347,318.15,-0.3199885562352403,0.03125963417,3.451101236473122,36.47500270476047,-2.901734272817555,3.442327622109753,0.05492787748044481
130,12,8.1,45,58.52199048,0.764122128,318.15,-0.269027649187669,0.05852199048,3.451101236473122,36.47500270476047,-3.321079591120678,4.069402589244012,0.03611382253868748
131,12,8.1,45,62.12682988,1.1398415290000001,318.15,0.13088924309454464,0.062126829880000005,3.451101236473122,36.47500270476047,-2.9659942109993516,4.1291779387918615,0.05150923273363103
132,2,13.9,5,2.078628122,0.007087871,278.15,-4.949370265619241,0.002078628122,-1.794270355079705,41.720374296313295,-5.498151355153664,0.7317081193792304,0.0040943334149728065
133,2,13.9,5,2.529555329,0.017396049,278.15,-4.051512167511231,0.0025295553289999997,-1.794270355079705,41.720374296313295,-4.7475448135137945,0.9280435280034175,0.008672962825572391
134,2,13.9,5,2.77604367,0.020490041,278.15,-3.8878163157572447,0.00277604367,-1.794270355079705,41.720374296313295,-4.653586396098871,1.0210267737888346,0.009527371657030366
135,2,13.9,5,6.019734424,0.041140545,278.15,-3.190761147397333,0.006019734424,-1.794270355079705,41.720374296313295,-4.537043504447075,1.7950431427329894,0.010705009125945906
136,2,13.9,5,7.1028856760000005,0.010583906,278.15,-4.548420733539231,0.0071028856760000005,-1.794270355079705,41.720374296313295,-6.018796584575549,1.9605011347150898,0.002432595256931821
137,2,13.9,5,30.03085323,0.11829463800000001,278.15,-2.134576834468812,0.03003085323,-1.794270355079705,41.720374296313295,-4.686245805103078,3.4022252941790216,0.009221239586104156
138,2,13.9,10,1.940414649,0.037378079,283.15,-3.286670869393534,0.0019404146490000001,-1.0575517554626592,40.983655696696246,-3.783847134519606,0.6629016868347625,0.022735058137687978
139,2,13.9,10,2.970378993,0.040514639,283.15,-3.2060919133892885,0.002970378993,-1.0575517554626592,40.983655696696246,-4.022609077197457,1.0886895517442257,0.017906185320408028
