,stream_temp,exp_temp,mass,feeding,Exp_Temp_K,feeding_new,log_feeding,mass_g,x1,x2,log_mass_feed,lnmass,feed_mass,new_feed,lnIEkt,Temps,En_Eff,Log_Eneff,Log_Eneff_Mass,En_Mass,stream_temp_fact
25,14.4,24.5,0.011791253,0.042897433,297.65,0.042897433,-3.148943291668297,1.1791253e-05,0.9389643124093235,38.987139628824266,0.18135467851242196,-4.440397293574292,1.1988403067935933,1.1988403067935933,-16.43405212023369,3,0.01301469425233371,-4.341676232756711,7.5932212868462745,5.334010329765651e-09,tepid
26,14.4,24.5,0.020756768999999998,0.045724593,297.65,0.045724593,-3.085118985783641,2.0756769e-05,0.9389643124093235,38.987139628824266,-0.17895683430730616,-3.8748828686351136,0.8361419912663081,0.8361419912663081,-16.370227814349036,3,0.013872429096337726,-4.277851926872055,5.960502317913394,3.101499952311474e-08,tepid
27,14.4,24.5,0.030987631,0.046855457,297.65,0.046855457,-3.0606877989590906,3.0987631e-05,0.9389643124093235,38.987139628824266,-0.45506243337008745,-3.4741671541186707,0.6344083584599338,0.6344083584599338,-16.345796627524482,3,0.014215523033939333,-4.253420740047504,4.782786361188617,1.057469814618487e-07,tepid
28,14.4,24.5,0.045338391,0.04674237,297.65,0.04674237,-3.0631042451235566,4.5338391e-05,0.9389643124093235,38.987139628824266,-0.742903403652981,-3.0936011219607673,0.4757306702671852,0.4757306702671852,-16.34821307368895,3,0.014181213458144585,-4.25583718621197,3.6386718185504408,3.304088819604069e-07,tepid
29,14.4,24.5,0.036095758,0.046063852,297.65,0.046063852,-3.0777267580386316,3.6095758e-05,0.9389643124093235,38.987139628824266,-0.5865418124338896,-3.3215799274729894,0.5562475708992662,0.5562475708992662,-16.362835586604024,3,0.013975357216940012,-4.270459699127046,4.307985722172032,1.6431281084510533e-07,tepid
30,14.4,27.5,0.010055355,0.026198345,300.65,0.026198345,-3.6420590381491955,1.0055355e-05,1.327992813611628,38.59811112762196,-0.19232157522712812,-4.599649950562757,0.8250415129161732,0.8250415129161732,-16.794604000139845,3,0.00794834157307631,-4.834791979237609,7.5778635113307695,2.020266927279436e-09,tepid
31,14.4,27.5,0.015297075,0.054243767000000005,300.65,0.054243767000000005,-2.914267187171607,1.5297075e-05,1.327992813611628,38.59811112762196,0.2208030468265579,-4.180093645330887,1.247077790446701,1.247077790446701,-16.06681214916226,3,0.016457069647963063,-4.107000128260021,7.046986446612748,1.4727115869985519e-08,tepid
32,14.4,27.5,0.030477985,0.054243767000000005,300.65,0.054243767000000005,-2.914267187171607,3.0477984999999998e-05,1.327992813611628,38.59811112762196,-0.29620419271695636,-3.490750659272867,0.7436355675493429,0.7436355675493429,-16.06681214916226,3,0.016457069647963063,-4.107000128260021,4.978957488438691,1.1647997499169103e-07,tepid
33,14.4,27.5,0.043257969,0.026763776,300.65,0.026763776,-3.6207059475480925,4.3257969e-05,1.327992813611628,38.59811112762196,-1.2652755913667921,-3.140573808241734,0.2821615241442751,0.2821615241442751,-16.773250909538742,3,0.008119888238486132,-4.813438888636506,3.2219881749688044,1.6431924680560586e-07,tepid
34,14.4,27.5,0.042630062999999996,0.054017594,300.65,0.054017594,-2.9184454706691683,4.2630062999999996e-05,1.327992813611628,38.59811112762196,-0.5520487928889699,-3.1551955703735977,0.5757689697736591,0.5757689697736591,-16.07099043265982,3,0.016388450799764545,-4.1111784117575825,3.9681139382433206,3.1741382143816646e-07,tepid
35,19.3,5.2,0.008894026999999999,0.015643616000000003,278.34999999999997,0.015643616000000003,-4.15769236854201,8.894026999999999e-06,-1.764293438035472,41.69039737926906,-0.6159108551841608,-4.722375351143799,0.5401486739522734,0.5401486739522734,-18.363952985831357,1,0.06561840315395982,-2.723899086491393,10.056932605820114,1.154146653664435e-08,warm
36,19.3,5.2,0.015629131,0.011007073999999999,278.34999999999997,0.011007073999999999,-4.509217121969024,1.5629131e-05,-1.764293438035472,41.69039737926906,-1.3902530712418015,-4.158618734302963,0.24901227881037075,0.24901227881037075,-18.715477739258368,1,0.04617005552152833,-3.075423839918406,8.014138001870592,4.40661288032215e-08,warm
38,19.3,5.2,0.022182715,0.029779412999999998,278.34999999999997,0.029779412999999998,-3.5139379631361236,2.2182714999999998e-05,-1.764293438035472,41.69039737926906,-0.6576065404035832,-3.8084418969767206,0.5180898788898814,0.5180898788898814,-17.720198580425468,1,0.12491213846736404,-2.0801446810855064,7.958886648724765,3.4086997644116544e-07,warm
39,19.3,5.2,0.023776644,0.006370533,278.34999999999997,0.006370533,-5.056072139429107,2.3776644e-05,-1.764293438035472,41.69039737926906,-2.2517834959218592,-3.73905152467633,0.10521141300504744,0.10521141300504744,-19.26233275671845,1,0.02672171208367714,-3.6222788573784896,6.208581355530609,8.979578570504876e-08,warm
40,19.3,8.5,0.009071507,0.017452998,281.65,0.017452998,-4.0482438399329235,9.071507e-06,-1.2758208253900314,41.20192476662362,-0.5212811825527587,-4.7026168765068865,0.5937593463401237,0.5937593463401237,-18.088054394956853,1,0.04659497147620244,-3.0662626519090486,9.65529361649172,8.69595690775622e-09,warm
41,19.3,8.5,0.011238729,0.021297935,281.65,0.021297935,-3.8491451593233608,1.1238728999999999e-05,-1.2758208253900314,41.20192476662362,-0.4828530199216815,-4.488389519202239,0.6170205064314421,0.6170205064314421,-17.88895571434729,1,0.0568599545950222,-2.867163971299486,9.21171022518734,2.017892911607125e-08,warm
42,19.3,8.5,0.014486292,0.011572506000000001,281.65,0.011572506000000001,-4.459123166588471,1.4486292e-05,-1.2758208253900314,41.20192476662362,-1.2832088245743596,-4.234552456018815,0.2771465574142863,0.2771465574142863,-18.4989337216124,1,0.030895585215685098,-3.477141978564596,7.840221028371959,2.348054319836953e-08,warm
43,19.3,8.5,0.017267692,0.026160648999999998,281.65,0.026160648999999998,-3.6434989438323724,1.7267692000000002e-05,-1.2758208253900314,41.20192476662362,-0.5993104154010106,-4.058918037908483,0.5491902186633755,0.5491902186633755,-17.6833094988563,1,0.06984213794982062,-2.661517755808498,8.128941996797058,8.990014966699317e-08,warm
44,19.3,8.5,0.024213392,0.009084606,281.65,0.009084606,-4.7011739462637525,2.4213392e-05,-1.2758208253900314,41.20192476662362,-1.910536888424261,-3.7208494104526553,0.14800090528824533,0.14800090528824533,-18.74098450128768,1,0.024253538414577114,-3.7191927582398776,6.057061111998197,8.607598788879604e-08,warm
47,19.3,13.1,0.012798318999999999,0.038788628,286.25,0.038788628,-3.249628168096499,1.2798319e-05,-0.6137112920224521,40.53981523325604,0.01920291550789535,-4.358441444805859,1.0193884773629451,1.0193884773629451,-17.063820806777684,1,0.059567619754262974,-2.8206431452615037,8.868386828036183,3.121828547777831e-08,warm
49,19.3,13.1,0.024877839,0.025218262999999998,286.25,0.025218262999999998,-3.6801868247268756,2.4877838999999998e-05,-0.6137112920224521,40.53981523325604,-0.9098534208794095,-3.693777871796622,0.40258323000482726,0.40258323000482726,-17.494379463408062,1,0.03872763690551259,-3.2512018018918805,6.443837452378094,1.4907299100960736e-07,warm
50,19.3,18.0,0.011861483999999999,0.023521967,291.15,0.023521967,-3.749820528496203,1.1861483999999998e-05,0.06856620975654061,39.85753773147705,-0.4239764534226973,-4.434458766764674,0.6544392915328039,0.6544392915328039,-17.331522890929623,2,0.020431529090458467,-3.890676027605437,8.026405911568695,8.52428499354361e-09,warm
51,19.3,18.0,0.014888241000000002,0.019790116,291.15,0.019790116,-3.922572657838606,1.4888241000000001e-05,0.06856620975654061,39.85753773147705,-0.7671849786588911,-4.20718357223962,0.4643182962400509,0.4643182962400509,-17.504275020272026,2,0.017189988012377855,-4.0634281569478405,7.171828198651129,1.418227013106944e-08,warm
52,19.3,18.0,0.014406724,0.022730362,291.15,0.022730362,-3.784053715155635,1.4406724e-05,0.06856620975654061,39.85753773147705,-0.6040085374503574,-4.240060236940369,0.5466161074667946,0.5466161074667946,-17.365756077589054,2,0.019743929257262018,-3.924909214264869,7.408977135436349,1.4759420409326758e-08,warm
53,19.3,18.0,0.018727417,0.02499209,291.15,0.02499209,-3.689195904178977,1.8727417e-05,0.06856620975654061,39.85753773147705,-0.7058708948261474,-3.977766679137106,0.4936784449811333,0.4936784449811333,-17.270898266612395,2,0.021708499712900547,-3.830051403288211,6.716954273003217,3.5645397463834464e-08,warm
54,19.3,18.0,0.020756768999999998,0.023182708,291.15,0.023182708,-3.7643486230450147,2.0756769e-05,0.06856620975654061,39.85753773147705,-0.8581864715686799,-3.8748828686351136,0.423930195071728,0.423930195071728,-17.346050985478435,2,0.020136843695835648,-3.9052041221542493,6.3331501226312,4.502053629441553e-08,warm
55,19.3,20.0,0.006831163,0.043802124000000005,293.15,0.043802124000000005,-3.128072969624806,6.831163e-06,0.340492102517769,39.58561183871582,0.6116222866581756,-4.986260341710643,1.8434195292318993,1.8434195292318993,-16.617114903182674,2,0.030317144180092712,-3.4960419119549844,10.076444752057053,2.41608518644134e-09,warm
56,19.3,20.0,0.012073742,0.042105828,293.15,0.042105828,-3.1675691155706307,1.2073742000000001e-05,0.340492102517769,39.58561183871582,0.14497258472846397,-4.41672226706546,1.1560078775637304,1.1560078775637304,-16.6566110491285,2,0.029143072109886373,-3.5355380579008084,8.32833438217568,1.2823335752240472e-08,warm
57,19.3,20.0,0.012651293999999999,0.041314224,293.15,0.041314224,-3.18654843152989,1.2651293999999999e-05,0.340492102517769,39.58561183871582,0.09094840088261681,-4.3699957765500095,1.0952124918025317,1.0952124918025317,-16.67559036508776,2,0.02859517236416769,-3.554517373860068,8.169175594670069,1.4475633278562872e-08,warm
58,19.3,20.0,0.027292538999999998,0.045159160999999996,293.15,0.045159160999999996,-3.09756211826121,2.7292538999999997e-05,0.340492102517769,39.58561183871582,-0.3967056851260581,-3.6011419108468696,0.6725319326587204,0.6725319326587204,-16.58660405181908,2,0.03125640197468551,-3.465531060591388,5.951600310829329,1.5885862928074164e-07,warm
59,19.3,20.0,0.022706367999999998,0.023107317000000002,293.15,0.023107317000000002,-3.7676059583633545,2.2706368e-05,0.340492102517769,39.58561183871582,-0.9287735594624402,-3.785109865201219,0.39503790389283483,0.39503790389283483,-17.256647891921222,2,0.015993467830557884,-4.135574900693532,5.833460333790234,4.6808601535504474e-08,warm
60,19.3,24.5,0.011238729,0.043915210999999996,297.65,0.043915210999999996,-3.1254945268881764,1.1238728999999999e-05,0.9389643124093235,38.987139628824266,0.24079761251350285,-4.488389519202239,1.272263519034293,1.272263519034293,-16.41060335545357,3,0.013323478917531547,-4.31822746797659,7.7606467285102365,4.728345961076014e-09,warm
61,19.3,24.5,0.015545699999999999,0.042784347,297.65,0.042784347,-3.151582967586893,1.55457e-05,0.9389643124093235,38.987139628824266,-0.028604563140280998,-4.163971205928816,0.9718006743031519,0.9718006743031519,-16.436691796152285,3,0.01298038497992994,-4.344315908675307,6.761303347991251,1.2191536108351929e-08,warm
62,19.3,24.5,0.020557869,0.003430287,297.65,0.003430287,-5.6751113478353306,2.0557869e-05,0.9389643124093235,38.987139628824266,-2.7617277291151514,-3.8845114916269057,0.06318251173879681,0.06318251173879681,-18.960220176400725,3,0.001040718135809083,-6.867844288923744,3.399395824837082,2.2605151098417875e-09,warm
63,19.3,24.5,0.022286836,0.047647061,297.65,0.047647061,-3.0439343296928576,2.2286836e-05,0.9389643124093235,38.987139628824266,-0.1911150131519128,-3.8037590887212596,0.8260375775021745,0.8260375775021745,-16.32904315825825,3,0.014455688547547672,-4.236667270781272,5.7883156342626165,4.0005899825757874e-08,warm
64,19.3,24.5,0.023776644,0.043236692,297.65,0.043236692,-3.1410657923753944,2.3776644e-05,0.9389643124093235,38.987139628824266,-0.3367771488681468,-3.73905152467633,0.7140679530243436,0.7140679530243436,-16.426174620940788,3,0.013117622372935995,-4.333798733463808,5.497061479445291,4.408052911697354e-08,warm
65,19.3,27.5,0.010375851,0.0307218,300.65,0.0307218,-3.4827827786692125,1.0375851e-05,1.327992813611628,38.59811112762196,-0.05657713456962608,-4.568274192132781,0.9449935900099757,0.9449935900099757,-16.635327740659864,3,0.009320717020091756,-4.675515719757626,7.6430124955208285,2.602918146459092e-09,warm
66,19.3,27.5,0.013702859,0.011157856,300.65,0.011157856,-4.495611455180705,1.3702859e-05,1.327992813611628,38.59811112762196,-1.27799836883926,-4.290150781788593,0.27859438593145736,0.27859438593145736,-17.648156417171357,3,0.0033851928704350955,-5.688344396269119,5.795813587976769,2.1774941304414776e-09,warm
67,19.3,27.5,0.013549422,0.019073903,300.65,0.019073903,-3.95943421329499,1.3549422e-05,1.327992813611628,38.59811112762196,-0.7333756712503722,-4.301411389392824,0.48028496639427587,0.48028496639427587,-17.11197917528564,3,0.0057868501302553626,-5.152167154383404,6.365772652675177,3.5986909461500574e-09,warm
68,19.3,27.5,0.018727417,0.009574647,300.65,0.009574647,-4.648636611435757,1.8727417e-05,1.327992813611628,38.59811112762196,-1.6653116020829275,-3.977766679137106,0.18913171496274514,0.18913171496274514,-17.80118157342641,3,0.002904861539827434,-5.841369552524171,4.705636123767257,4.769788126031677e-09,warm
69,19.3,27.5,0.024766318,0.054243767000000005,300.65,0.054243767000000005,-2.914267187171607,2.4766318e-05,1.327992813611628,38.59811112762196,-0.1405641666059509,-3.698270694087541,0.8688679108391619,0.8688679108391619,-16.06681214916226,3,0.016457069647963063,-4.107000128260021,5.601517592882713,6.249954428675641e-08,warm
71,9.6,5.2,0.015462547,0.00207325,278.34999999999997,0.00207325,-6.178637854632961,1.5462547000000002e-05,-1.764293438035472,41.69039737926906,-3.0516369783908215,-4.169334501656186,0.04728146227450352,0.04728146227450352,-20.384898471922305,1,0.008696413561861092,-4.744844572582344,6.3768645712663234,8.037542668885003e-09,cold
72,9.6,5.2,0.02776838,0.030797191,278.34999999999997,0.030797191,-3.4803317944604006,2.776838e-05,-1.764293438035472,41.69039737926906,-0.7924388076859764,-3.5838573156992326,0.4527393036960049,0.4527393036960049,-17.686592411749746,1,0.1291812899937906,-2.0465385124097835,7.318739073568024,6.914985237972132e-07,cold
76,9.6,8.5,0.019198813000000002,0.027291512999999996,281.65,0.027291512999999996,-3.6011795042450334,1.9198813000000002e-05,-1.2758208253900314,41.20192476662362,-0.6364993856628964,-3.952906824776183,0.5291415060356999,0.5291415060356999,-17.64099005926896,1,0.07286125110295708,-2.6191983162211585,7.8532277969874995,1.2890203345629158e-07,cold
77,9.6,8.5,0.026939018,0.034755214,281.65,0.034755214,-3.3594256750612184,2.6939018e-05,-1.2758208253900314,41.20192476662362,-0.6487910050329364,-3.614179560037709,0.5226773091605189,0.5226773091605189,-17.399236230085148,1,0.09278739417602129,-2.3774444870373435,7.078799831955893,4.534968432522963e-07,cold
78,9.6,8.5,0.028613486,0.018696948,281.65,0.018696948,-3.9793949769977113,2.8613486e-05,-1.2758208253900314,41.20192476662362,-1.3139871266221248,-3.5538771338341157,0.26874639149597596,0.26874639149597596,-18.01920553202164,1,0.04991599487675643,-2.9974137889738364,6.2779232514086205,2.923425658470459e-07,cold
80,9.6,13.1,0.011931976,0.023408881,286.25,0.023408881,-3.7546397987072115,1.1931976e-05,-0.6137112920224521,40.53981523325604,-0.4332397309100272,-4.428533423729579,0.6484050304432594,0.6484050304432594,-17.568832437388398,1,0.03594897252567921,-3.3256547758722164,8.57365113419663,1.5267347976922057e-08,cold
81,9.6,13.1,0.014012974,0.026801472000000003,286.25,0.026801472000000003,-3.619298467600535,1.4012974e-05,-0.6137112920224521,40.53981523325604,-0.41846971943872596,-4.267771664215745,0.6580530555063625,0.6580530555063625,-17.43349110628172,1,0.0411589678539423,-3.1903134447655397,8.226707186761805,2.8313622193003604e-08,cold
82,9.6,13.1,0.034293449,0.016962957,286.25,0.016962957,-4.076723312400727,3.4293449e-05,-0.6137112920224521,40.53981523325604,-1.5471226116719476,-3.3728009343050394,0.21285957315169338,0.21285957315169338,-17.890915951081915,1,0.02604997971271151,-3.647738289565732,5.0843701522294955,2.626521106496186e-07,cold
83,9.6,13.1,0.022078898,0.036639987,286.25,0.036639987,-3.306615093979764,2.2078898e-05,-0.6137112920224521,40.53981523325604,-0.44676536780047726,-3.813132968239049,0.6396939834742393,0.6396939834742393,-17.12080773266095,1,0.05626795599517309,-2.8776300711447687,7.175474472452487,1.5140259788902272e-07,cold
84,9.6,13.1,0.036378161,0.038223196,286.25,0.038223196,-3.2643127225252986,3.6378161e-05,-0.6137112920224521,40.53981523325604,-0.7789727298334583,-3.313786656922454,0.45887716008190893,0.45887716008190893,-17.078505361206485,1,0.058699286943602796,-2.8353276996903034,5.719737909957168,7.064721667403524e-07,cold
85,9.6,18.0,0.013857376000000001,0.025218262,291.15,0.025218262,-3.680186864380678,1.3857376000000002e-05,0.06856620975654061,39.85753773147705,-0.47098364568067785,-4.2789376249333335,0.6243877897652058,0.6243877897652058,-17.261889226814095,2,0.021904956063572543,-3.821042363489912,7.629476150190198,1.457220923196541e-08,cold
88,9.6,18.0,0.023668231,0.030759495,291.15,0.030759495,-3.481556551904689,2.3668231000000003e-05,0.06856620975654061,39.85753773147705,-0.6738403562533406,-3.7436215942017976,0.5097472031492125,0.5097472031492125,-17.063258914338107,2,0.026718153158718047,-3.622412051013923,6.222158370471579,8.85612711822554e-08,cold
89,9.6,18.0,0.034021267,0.027593076,291.15,0.027593076,-3.5901904072972832,3.4021267e-05,0.06856620975654061,39.85753773147705,-1.054613319865111,-3.3807694499095633,0.34832709243544285,0.34832709243544285,-17.1718927697307,2,0.023967754694547073,-3.7310459064065173,5.024968082202282,2.3594936329424756e-07,cold
90,9.6,20.0,0.009494172,0.031362622,293.15,0.031362622,-3.462138477301148,9.494172e-06,0.340492102517769,39.58561183871582,0.030669379432723593,-4.657077142311829,1.0311445299336972,1.0311445299336972,-16.951180410859017,2,0.02170728371619028,-3.830107419631326,8.75482964618427,4.644262697259072e-09,cold
91,9.6,20.0,0.019103949,0.044141383,293.15,0.044141383,-3.120357546519331,1.9103949e-05,0.340492102517769,39.58561183871582,-0.15196238798920678,-3.957860211373499,0.8590205896252072,0.8590205896252072,-16.6093994800772,2,0.030551958455706237,-3.4883264888495087,6.998959784151097,5.325354381313272e-08,cold
92,9.6,20.0,0.01798832,0.016774479,293.15,0.016774479,-4.087896654728911,1.798832e-05,0.340492102517769,39.58561183871582,-1.0743721892831304,-4.018032620594374,0.3415120929641161,0.3415120929641161,-17.57693858828678,2,0.011610265711976372,-4.455865597059089,6.2119379036041416,1.6894836065536425e-08,cold
93,9.6,20.0,0.02776838,0.043915210999999996,293.15,0.043915210999999996,-3.1254945268881764,2.776838e-05,0.340492102517769,39.58561183871582,-0.43760154011375196,-3.5838573156992326,0.6455829705314077,0.6455829705314077,-16.614536460446047,2,0.030395416066723004,-3.493463469218354,5.871814116759452,1.6270456303193248e-07,cold
94,9.6,20.0,0.046319217999999995,0.043349779000000005,293.15,0.043349779000000005,-3.138453673807797,4.6319218e-05,0.340492102517769,39.58561183871582,-0.8343049274957665,-3.0721983284160403,0.4341761604875858,0.4341761604875858,-16.627495607365667,2,0.030004058709987562,-3.5064226161379746,4.323878007990256,7.454245146675409e-07,cold
95,9.6,24.5,0.013935039,0.035999164,297.65,0.035999164,-3.3242595630178893,1.3935039e-05,0.9389643124093235,38.987139628824266,-0.11924794850999927,-4.273348819343854,0.8875876974288598,0.8875876974288598,-16.60936839158328,3,0.01092182165771128,-4.5169925041063035,6.9167595928053665,7.388557455616216e-09,cold
96,9.6,24.5,0.025214279,0.023898922000000003,297.65,0.023898922000000003,-3.7339219256644256,2.5214279e-05,0.9389643124093235,38.987139628824266,-0.973663312199611,-3.6803448179530864,0.3776968791020101,0.3776968791020101,-17.01903075422982,3,0.007250717374868833,-4.926654866752839,4.728085225986528,2.905766067908297e-08,cold
97,9.6,24.5,0.023994397999999997,0.045950766,297.65,0.045950766,-3.0801847600255914,2.3994397999999996e-05,0.9389643124093235,38.987139628824266,-0.2827335906155151,-3.729934892546768,0.7537205593451146,0.7537205593451146,-16.365293588590983,3,0.013941047944536242,-4.272917701114005,5.530592615406409,4.814653134251645e-08,cold
98,9.6,24.5,0.018263308,0.043689038,297.65,0.043689038,-3.130658055029806,1.8263308e-05,0.9389643124093235,38.987139628824266,-0.12851211061831494,-4.002861259215321,0.8794029122409107,0.8794029122409107,-16.4157668835952,3,0.013254860069333031,-4.32339099611822,6.298898420407854,2.0186149523214843e-08,cold
99,9.6,24.5,0.038834325,0.044593729000000006,297.65,0.044593729000000006,-3.110162035223148,3.8834325000000004e-05,0.9389643124093235,38.987139628824266,-0.6738239663557565,-3.248450758489855,0.5097555579221327,0.5097555579221327,-16.395270863788543,3,0.013529335158736121,-4.302894976311562,4.0561629380381135,1.9809054498017423e-07,cold
